"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Arbeitslose - Anteil","insgesamt",2003,"10 Moosach",5.4,1763.8,32639,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"11 Milbertshofen - Am Hart",6.2,2761.3,44451.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"12 Schwabing - Freimann",4.5,2021.8,44735.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"13 Bogenhausen",4.2,2181.3,51895.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"14 Berg am Laim",6.1,1620.8,26677.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"15 Trudering - Riem",3.9,1290,33341.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"16 Ramersdorf - Perlach",5.8,4045.5,69787.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"17 Obergiesing - Fasangarten",6.1,1953,32082.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"18 Untergiesing - Harlaching",5.6,1822.5,32482,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4.8,2564.8,53126.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"20 Hadern",4.6,1312,28678.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"21 Pasing - Obermenzing",4.2,1779.8,42070.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"22 Aubing - Lochhausen - Langwied",5.1,1283.3,25142,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"23 Allach - Untermenzing",4,715.5,17923.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"24 Feldmoching - Hasenbergl",5.9,2068.3,35061,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2003,"25 Laim",5.5,1880,33993,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"Stadt München",4.5,40387.5,904032.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"01 Altstadt - Lehel",4.1,571,13929.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"02 Ludwigsvorstadt - Isarvorstadt",5.6,1960.5,35083.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"03 Maxvorstadt",4.6,1520.5,32998,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"04 Schwabing - West",4.2,1690.5,40703.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"05 Au - Haidhausen",4.9,1901,39015,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"06 Sendling",5,1299.3,25897.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"07 Sendling - Westpark",4.6,1581.8,34175.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"08 Schwanthalerhöhe",6.1,1166,19096.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"09 Neuhausen - Nymphenburg",4.2,2468.5,59283.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"10 Moosach",4.4,1423.5,32575.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"11 Milbertshofen - Am Hart",5.4,2375,44318.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"12 Schwabing - Freimann",3.8,1671.8,44357,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"13 Bogenhausen",3.6,1850,51868,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"14 Berg am Laim",5.2,1397.8,26699,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"15 Trudering - Riem",3.2,1043.8,32583.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"16 Ramersdorf - Perlach",4.9,3417,70152,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"17 Obergiesing - Fasangarten",5.1,1619.3,31976,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"18 Untergiesing - Harlaching",4.6,1499,32527.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.9,2091.3,53490.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"20 Hadern",3.9,1106.5,28631.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"21 Pasing - Obermenzing",3.5,1460.5,41887.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"22 Aubing - Lochhausen - Langwied",4.1,1036.8,25439,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"23 Allach - Untermenzing",3.3,597.5,18066.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"24 Feldmoching - Hasenbergl",4.9,1726.3,35193.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2002,"25 Laim",4.6,1568.8,34084.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"Stadt München",3.5,31401,902594.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"01 Altstadt - Lehel",3.1,435.5,14169.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"02 Ludwigsvorstadt - Isarvorstadt",4.3,1533,35625.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"03 Maxvorstadt",3.4,1143.8,33177,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"04 Schwabing - West",3.3,1332.5,40550,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"05 Au - Haidhausen",3.6,1421.8,38989.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"06 Sendling",3.9,995.3,25843.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"07 Sendling - Westpark",3.7,1282,34189,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"08 Schwanthalerhöhe",4.7,909,19205.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"09 Neuhausen - Nymphenburg",3.3,1947.3,59428.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"10 Moosach",3.4,1103,32482.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"11 Milbertshofen - Am Hart",4.2,1846.5,44014.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"12 Schwabing - Freimann",3,1304.8,43298.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"13 Bogenhausen",2.6,1361.8,51486.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"14 Berg am Laim",4,1065.8,26705.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"15 Trudering - Riem",2.5,776.3,31536.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"16 Ramersdorf - Perlach",3.8,2669.3,70620.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"17 Obergiesing - Fasangarten",3.9,1238.3,31775.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"18 Untergiesing - Harlaching",3.6,1164.8,32469.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.1,1649.8,53603,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"20 Hadern",3,864.5,28504.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"21 Pasing - Obermenzing",2.9,1231,41797,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"22 Aubing - Lochhausen - Langwied",3.3,854.8,25590,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"23 Allach - Untermenzing",2.6,462.8,18131,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"24 Feldmoching - Hasenbergl",3.8,1329.8,35254.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2001,"25 Laim",3.6,1246.3,34145.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"Stadt München",3.7,32736.3,893410.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"01 Altstadt - Lehel",2.9,411,13978.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"02 Ludwigsvorstadt - Isarvorstadt",4.5,1589.3,35225.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"03 Maxvorstadt",3.6,1161.5,32704.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"04 Schwabing - West",3.3,1314.5,40040,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"05 Au - Haidhausen",3.6,1411.3,39025.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"06 Sendling",3.9,984,25534.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"07 Sendling - Westpark",3.9,1342.3,33983.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"08 Schwanthalerhöhe",5,946,19034,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"09 Neuhausen - Nymphenburg",3.3,1934.3,58957.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"10 Moosach",3.6,1146.5,31887.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"11 Milbertshofen - Am Hart",4.5,1936.8,43430,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"12 Schwabing - Freimann",3.2,1339.3,42288.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"13 Bogenhausen",2.7,1384.8,51104.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"14 Berg am Laim",4.5,1162.3,26081.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"15 Trudering - Riem",2.6,777.8,30143.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"16 Ramersdorf - Perlach",4,2834.3,70374.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"17 Obergiesing - Fasangarten",4,1260.8,31543,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"18 Untergiesing - Harlaching",3.7,1204,32149,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.5,1881,53260,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"20 Hadern",3.3,927.5,28464.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"21 Pasing - Obermenzing",3.2,1335,41429.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"22 Aubing - Lochhausen - Langwied",3.9,1006,25508.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"23 Allach - Untermenzing",3,549.5,18196.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"24 Feldmoching - Hasenbergl",4.1,1421.8,35025.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2000,"25 Laim",3.8,1290.3,34042,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","männlich",2009,"Stadt München",5,23839,472209.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"01 Altstadt - Lehel",2.8,198,7172.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"02 Ludwigsvorstadt - Isarvorstadt",4.8,925.5,19456.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"03 Maxvorstadt",3.6,703.8,19640,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"04 Schwabing - West",3.9,852.8,21824.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"05 Au - Haidhausen",4.1,841.3,20433.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"06 Sendling",5.5,774.8,14167.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"07 Sendling - Westpark",6.2,1090.5,17650,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"08 Schwanthalerhöhe",6.9,758.8,10919.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"09 Neuhausen - Nymphenburg",4,1235,30577.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"10 Moosach",6.3,1060.8,16729.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"11 Milbertshofen - Am Hart",6.8,1694,24873.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"12 Schwabing - Freimann",3.9,918,23743.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"13 Bogenhausen",3.5,855.5,24603.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"14 Berg am Laim",5.9,811.8,13845.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"15 Trudering - Riem",3.7,735.5,19793.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"16 Ramersdorf - Perlach",6.4,2168.8,33959,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"17 Obergiesing - Fasangarten",6,1046.3,17583.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"18 Untergiesing - Harlaching",6.3,1026.3,16403.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4.3,1140,26436.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"20 Hadern",5,704.8,14223,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"21 Pasing - Obermenzing",4.3,918.3,21167.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"22 Aubing - Lochhausen - Langwied",5.2,622,12004.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"23 Allach - Untermenzing",3.9,367.3,9346,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"24 Feldmoching - Hasenbergl",5.6,1014.3,18190,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2009,"25 Laim",5.5,955.8,17465,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"Stadt München",4.2,19969.3,476014.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"01 Altstadt - Lehel",2.4,175,7428.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"02 Ludwigsvorstadt - Isarvorstadt",4.1,816.3,19952.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"03 Maxvorstadt",3.2,632.5,19808.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"04 Schwabing - West",3.3,726,22073.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"05 Au - Haidhausen",3.4,699.5,20681.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"06 Sendling",4.4,630,14213.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"07 Sendling - Westpark",5,893.3,17796.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"08 Schwanthalerhöhe",5.7,615.3,10859.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"09 Neuhausen - Nymphenburg",3.4,1039.5,30436.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"10 Moosach",5.4,914.5,16909.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"11 Milbertshofen - Am Hart",5.5,1364.5,24992.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"12 Schwabing - Freimann",3.3,780.8,24010,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"13 Bogenhausen",2.9,724.8,25010.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"14 Berg am Laim",5,695.5,14038,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2008,"15 Trudering - Riem",3.2,621.3,19253.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
